49.205.244.35 - - [05/Dec/2020:10:25:03 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; RMX1931) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Mobile Safari/537.36" "49.205.244.35" response-time=0.058
124.123.173.228 - - [05/Dec/2020:12:18:27 +0000] "GET /fullstack HTTP/1.1" 200 2107 "-" "Mozilla/5.0 (Linux; Android 10; CPH1989) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.86 Mobile Safari/537.36" "124.123.173.228" response-time=4.642
124.123.173.228 - - [05/Dec/2020:12:18:28 +0000] "GET /static/speech_recognition.js HTTP/1.1" 200 1497 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; CPH1989) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.86 Mobile Safari/537.36" "124.123.173.228" response-time=0.006
124.123.173.228 - - [05/Dec/2020:12:18:31 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; CPH1989) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.86 Mobile Safari/537.36" "124.123.173.228" response-time=0.001
182.68.98.149 - - [05/Dec/2020:12:42:33 +0000] "GET /fullstack HTTP/1.1" 200 2107 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36" "182.68.98.149" response-time=0.023
182.68.98.149 - - [05/Dec/2020:12:42:34 +0000] "GET /static/speech_recognition.js HTTP/1.1" 200 1497 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36" "182.68.98.149" response-time=0.006
182.68.98.149 - - [05/Dec/2020:12:42:37 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36" "182.68.98.149" response-time=0.002
124.123.173.228 - - [05/Dec/2020:13:52:21 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; CPH1989) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.86 Mobile Safari/537.36" "124.123.173.228" response-time=0.067
157.46.224.235 - - [05/Dec/2020:14:41:59 +0000] "GET /fullstack HTTP/1.1" 200 2107 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.46.224.235" response-time=0.066
157.46.224.235 - - [05/Dec/2020:14:41:59 +0000] "GET /robots.txt HTTP/1.1" 404 232 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.46.224.235" response-time=0.060
157.46.224.235 - - [05/Dec/2020:14:42:04 +0000] "GET /fullstack1 HTTP/1.1" 200 1931 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.46.224.235" response-time=0.588
157.46.224.235 - - [05/Dec/2020:14:42:12 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack1" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.46.224.235" response-time=0.001
157.48.191.188 - - [05/Dec/2020:14:45:04 +0000] "GET /fullstack1 HTTP/1.1" 200 1871 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.48.191.188" response-time=0.293
157.48.191.188 - - [05/Dec/2020:14:46:12 +0000] "GET /fullstack1 HTTP/1.1" 200 1931 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.48.191.188" response-time=0.282
45.249.77.50 - - [05/Dec/2020:15:00:38 +0000] "GET /fullstack HTTP/1.1" 200 2107 "-" "Mozilla/5.0 (Linux; Android 10; GM1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.185 Mobile Safari/537.36" "45.249.77.50" response-time=0.011
45.249.77.50 - - [05/Dec/2020:15:00:39 +0000] "GET /static/speech_recognition.js HTTP/1.1" 200 1497 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; GM1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.185 Mobile Safari/537.36" "45.249.77.50" response-time=0.013
45.249.77.50 - - [05/Dec/2020:15:00:43 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; GM1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.185 Mobile Safari/537.36" "45.249.77.50" response-time=0.002
157.44.42.16 - - [05/Dec/2020:15:49:03 +0000] "GET /fullstack HTTP/1.1" 200 2107 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36" "157.44.42.16" response-time=0.019
45.249.77.50 - - [06/Dec/2020:06:23:47 +0000] "GET /favicon.ico HTTP/1.1" 404 232 "https://muzafer.pythonanywhere.com/fullstack" "Mozilla/5.0 (Linux; Android 10; GM1911) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.185 Mobile Safari/537.36" "45.249.77.50" response-time=0.079
157.48.187.103 - - [06/Dec/2020:07:00:45 +0000] "GET /fullstack1 HTTP/1.1" 200 2008 "-" "Mozilla/5.0 (Linux; Android 10; SM-A507FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36" "157.48.187.103" response-time=0.652
157.48.187.103 - - [06/Dec/2020:07:00:46 +0000] "GET /static/speech_recognition.js HTTP/1.1" 200 1497 "https://muzafer.pythonanywhere.com/fullstack1" "Mozilla/5.0 (Linux; Android 10; SM-A507FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.101 Mobile Safari/537.36" "157.48.187.103" response-time=0.016
